"","SampleID","FishYear","Year","Month","Day","birth_month","Method","Region","region_year","Site","site_year","Cohort","cohort_year","region_cohort","site_cohort","TL","FL","SL","Weight","Sex","Stage","MaturityStage","LOtoWt","ROtoWt","Width","Age","sAge","AAC","sAAC","Edge","EdgeRatio","EdgeType","region_stage_year","region_stage_cohort"
"122","AA823",2019,"2022","3","17","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",613,NA,524,3060,"",NA,"Immature",1.001,0.959,0.275,2,-0.934807437711907,4,-0.805948649172035,0.088,0.526946107784431,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"123","AA823",2020,"2022","3","17","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",613,NA,524,3060,"",NA,"Immature",1.001,0.959,0.187,3,-0.529342329603742,4,-0.805948649172035,0.088,0.526946107784431,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"124","AA823",2021,"2022","3","17","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",613,NA,524,3060,"",NA,"Immature",1.001,0.959,0.167,4,-0.241660257151961,4,-0.805948649172035,0.088,0.526946107784431,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"125","AA824",2020,"2022","3","15","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",594,NA,512,3120,"",NA,"Immature",0.902,0.966,0.452,2,-0.934807437711907,3,-1.09363072162382,0.108,0.457627118644068,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"126","AA824",2021,"2022","3","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",594,NA,512,3120,"",NA,"Immature",0.902,0.966,0.236,3,-0.529342329603742,3,-1.09363072162382,0.108,0.457627118644068,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"127","AA825",2020,"2022","3","15","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",554,NA,466,2320,"",NA,"Immature",0.816,0.804,0.354,2,-0.934807437711907,3,-1.09363072162382,0.088,0.34375,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"128","AA825",2021,"2022","3","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",554,NA,466,2320,"",NA,"Immature",0.816,0.804,0.256,3,-0.529342329603742,3,-1.09363072162382,0.088,0.34375,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"129","AA826",2019,"2022","3","17","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",570,NA,491,2600,"",NA,"Immature",0.924,NA,0.275,2,-0.934807437711907,4,-0.805948649172035,0.118,0.666666666666667,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"130","AA826",2020,"2022","3","17","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",570,NA,491,2600,"",NA,"Immature",0.924,NA,0.206,3,-0.529342329603742,4,-0.805948649172035,0.118,0.666666666666667,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"131","AA826",2021,"2022","3","17","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",570,NA,491,2600,"",NA,"Immature",0.924,NA,0.177,4,-0.241660257151961,4,-0.805948649172035,0.118,0.666666666666667,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"132","AA836",2020,"2022","3","26","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",595,NA,516,3180,"",NA,"Immature",1.015,1.025,0.389,2,-0.934807437711907,3,-1.09363072162382,0.13,0.62200956937799,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"133","AA836",2021,"2022","3","26","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",595,NA,516,3180,"",NA,"Immature",1.015,1.025,0.209,3,-0.529342329603742,3,-1.09363072162382,0.13,0.62200956937799,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"134","AA840",2020,"2022","3","25","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",600,NA,519,2980,"",NA,"Immature",1.042,1.005,0.411,2,-0.934807437711907,3,-1.09363072162382,0.115,0.456349206349206,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"135","AA840",2021,"2022","3","25","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",600,NA,519,2980,"",NA,"Immature",1.042,1.005,0.252,3,-0.529342329603742,3,-1.09363072162382,0.115,0.456349206349206,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"136","AA842",2019,"2022","3","26","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",594,NA,500,2780,"",NA,"Immature",0.947,0.99,0.404,2,-0.934807437711907,4,-0.805948649172035,0.115,0.532407407407407,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"137","AA842",2020,"2022","3","26","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",594,NA,500,2780,"",NA,"Immature",0.947,0.99,0.281,3,-0.529342329603742,4,-0.805948649172035,0.115,0.532407407407407,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"138","AA842",2021,"2022","3","26","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",594,NA,500,2780,"",NA,"Immature",0.947,0.99,0.216,4,-0.241660257151961,4,-0.805948649172035,0.115,0.532407407407407,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"139","AA858",2020,"2022","3","31","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",544,NA,470,2240,"",NA,"Immature",0.955,0.993,0.433,2,-0.934807437711907,3,-1.09363072162382,0.108,0.482142857142857,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"140","AA858",2021,"2022","3","31","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",544,NA,470,2240,"",NA,"Immature",0.955,0.993,0.224,3,-0.529342329603742,3,-1.09363072162382,0.108,0.482142857142857,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"141","AA863",2021,"2022","4","14","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2019","2019_2021","Riau Archipelago_2019","Riau Archipelago_2019",586,NA,506,2760,"",NA,"Immature",0.872,0.903,0.447,2,-0.934807437711907,2,-1.49909582973198,0.166,0.371364653243848,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2019"
"142","AA864",2021,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2019","2019_2021","Riau Archipelago_2019","Riau Archipelago_2019",578,NA,502,2740,"",NA,"Immature",0.884,0.901,0.31,2,-0.934807437711907,2,-1.49909582973198,0.122,0.393548387096774,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2019"
"143","AA865",2020,"2022","4","14","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",532,NA,444,2280,"",NA,"Immature",0.93,0.92,0.31,2,-0.934807437711907,3,-1.09363072162382,0.101,0.483253588516746,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"144","AA865",2021,"2022","4","14","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",532,NA,444,2280,"",NA,"Immature",0.93,0.92,0.209,3,-0.529342329603742,3,-1.09363072162382,0.101,0.483253588516746,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"145","AA866",2020,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",554,NA,470,2500,"",NA,"Immature",0.869,0.887,0.404,2,-0.934807437711907,3,-1.09363072162382,0.087,0.376623376623377,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"146","AA866",2021,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",554,NA,470,2500,"",NA,"Immature",0.869,0.887,0.231,3,-0.529342329603742,3,-1.09363072162382,0.087,0.376623376623377,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"147","AA867",2020,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",537,NA,468,2640,"",NA,"Immature",0.837,0.855,0.353,2,-0.934807437711907,3,-1.09363072162382,0.159,0.613899613899614,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"148","AA867",2021,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",537,NA,468,2640,"",NA,"Immature",0.837,0.855,0.259,3,-0.529342329603742,3,-1.09363072162382,0.159,0.613899613899614,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"149","AA868",2021,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2019","2019_2021","Riau Archipelago_2019","Riau Archipelago_2019",530,NA,452,2220,"",NA,"Immature",0.764,0.774,0.404,2,-0.934807437711907,2,-1.49909582973198,0.094,0.232673267326733,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2019"
"150","AA869",2020,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",530,NA,458,2160,"",NA,"Immature",0.782,0.797,0.367,2,-0.934807437711907,3,-1.09363072162382,0.103,0.485849056603774,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"151","AA869",2021,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",530,NA,458,2160,"",NA,"Immature",0.782,0.797,0.212,3,-0.529342329603742,3,-1.09363072162382,0.103,0.485849056603774,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"152","AA870",2019,"2022","4","14","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",566,NA,484,2620,"",NA,"Immature",0.994,0.978,0.368,2,-0.934807437711907,4,-0.805948649172035,0.094,0.5,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"153","AA870",2020,"2022","4","14","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",566,NA,484,2620,"",NA,"Immature",0.994,0.978,0.274,3,-0.529342329603742,4,-0.805948649172035,0.094,0.5,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"154","AA870",2021,"2022","4","14","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",566,NA,484,2620,"",NA,"Immature",0.994,0.978,0.188,4,-0.241660257151961,4,-0.805948649172035,0.094,0.5,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"155","AA871",2019,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",539,NA,465,2420,"",NA,"Immature",0.848,0.847,0.418,2,-0.934807437711907,4,-0.805948649172035,0.101,0.5,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"156","AA871",2020,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",539,NA,465,2420,"",NA,"Immature",0.848,0.847,0.274,3,-0.529342329603742,4,-0.805948649172035,0.101,0.5,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"157","AA871",2021,"2022","4","15","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",539,NA,465,2420,"",NA,"Immature",0.848,0.847,0.202,4,-0.241660257151961,4,-0.805948649172035,0.101,0.5,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"158","AA872",2020,"2022","4","16","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",574,NA,490,2860,"",NA,"Immature",1.048,1.03,0.402,2,-0.934807437711907,3,-1.09363072162382,0.092,0.420091324200913,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"159","AA872",2021,"2022","4","16","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",574,NA,490,2860,"",NA,"Immature",1.048,1.03,0.219,3,-0.529342329603742,3,-1.09363072162382,0.092,0.420091324200913,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"160","AA992",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",558,NA,468,2860,"",NA,"Immature",0.755,0.796,0.288,2,-0.934807437711907,3,-1.09363072162382,0.072,0.553846153846154,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"161","AA992",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",558,NA,468,2860,"",NA,"Immature",0.755,0.796,0.13,3,-0.529342329603742,3,-1.09363072162382,0.072,0.553846153846154,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"162","AA993",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",552,NA,468,2800,"",NA,"Immature",0.94,0.972,0.483,2,-0.934807437711907,3,-1.09363072162382,0.072,0.369230769230769,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"163","AA993",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",552,NA,468,2800,"",NA,"Immature",0.94,0.972,0.195,3,-0.529342329603742,3,-1.09363072162382,0.072,0.369230769230769,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"164","AA994",2018,"2022","6","3","10",NA,"Riau Archipelago","Riau Archipelago_2018","Riau Archipelago","Riau Archipelago_2018","2016","2016_2018","Riau Archipelago_2016","Riau Archipelago_2016",588,NA,506,3080,"",NA,"Immature",1.098,NA,0.432,2,-0.934807437711907,5,-0.582805097857825,0.094,0.522222222222222,"Intermediate","Riau Archipelago_Immature_2018","Riau Archipelago_Immature_2016"
"165","AA994",2019,"2022","6","3","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2016","2016_2019","Riau Archipelago_2016","Riau Archipelago_2016",588,NA,506,3080,"",NA,"Immature",1.098,NA,0.324,3,-0.529342329603742,5,-0.582805097857825,0.094,0.522222222222222,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2016"
"166","AA994",2020,"2022","6","3","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2016","2016_2020","Riau Archipelago_2016","Riau Archipelago_2016",588,NA,506,3080,"",NA,"Immature",1.098,NA,0.31,4,-0.241660257151961,5,-0.582805097857825,0.094,0.522222222222222,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2016"
"167","AA994",2021,"2022","6","3","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2016","2016_2021","Riau Archipelago_2016","Riau Archipelago_2016",588,NA,506,3080,"",NA,"Mature",1.098,NA,0.18,5,-0.0185167058377516,5,-0.582805097857825,0.094,0.522222222222222,"Intermediate","Riau Archipelago_Mature_2021","Riau Archipelago_Mature_2016"
"168","AA995",2020,"2022","6","3","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",566,NA,481,3020,"",NA,"Immature",0.872,0.878,0.39,2,-0.934807437711907,3,-1.09363072162382,0.166,0.621722846441948,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"169","AA995",2021,"2022","6","3","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",566,NA,481,3020,"",NA,"Immature",0.872,0.878,0.267,3,-0.529342329603742,3,-1.09363072162382,0.166,0.621722846441948,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"170","AA996",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",580,NA,490,2820,"",NA,"Immature",0.954,0.972,0.649,2,-0.934807437711907,3,-1.09363072162382,0.108,0.332307692307692,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"171","AA996",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",580,NA,490,2820,"",NA,"Immature",0.954,0.972,0.325,3,-0.529342329603742,3,-1.09363072162382,0.108,0.332307692307692,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"172","AA997",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",558,NA,484,2360,"",NA,"Immature",0.845,0.833,0.469,2,-0.934807437711907,3,-1.09363072162382,0.108,0.516746411483254,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"173","AA997",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",558,NA,484,2360,"",NA,"Immature",0.845,0.833,0.209,3,-0.529342329603742,3,-1.09363072162382,0.108,0.516746411483254,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"174","AA998",2019,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",574,NA,498,2860,"",NA,"Immature",0.987,1.005,0.423,2,-0.934807437711907,4,-0.805948649172035,0.089,0.502824858757062,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"175","AA998",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",574,NA,498,2860,"",NA,"Immature",0.987,1.005,0.246,3,-0.529342329603742,4,-0.805948649172035,0.089,0.502824858757062,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"176","AA998",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",574,NA,498,2860,"",NA,"Immature",0.987,1.005,0.177,4,-0.241660257151961,4,-0.805948649172035,0.089,0.502824858757062,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"177","AA999",2019,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2019","Riau Archipelago","Riau Archipelago_2019","2017","2017_2019","Riau Archipelago_2017","Riau Archipelago_2017",593,NA,510,2900,"",NA,"Immature",1.073,1.096,0.501,2,-0.934807437711907,4,-0.805948649172035,0.138,0.5390625,"Intermediate","Riau Archipelago_Immature_2019","Riau Archipelago_Immature_2017"
"178","AA999",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2017","2017_2020","Riau Archipelago_2017","Riau Archipelago_2017",593,NA,510,2900,"",NA,"Immature",1.073,1.096,0.344,3,-0.529342329603742,4,-0.805948649172035,0.138,0.5390625,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2017"
"179","AA999",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2017","2017_2021","Riau Archipelago_2017","Riau Archipelago_2017",593,NA,510,2900,"",NA,"Immature",1.073,1.096,0.256,4,-0.241660257151961,4,-0.805948649172035,0.138,0.5390625,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2017"
"180","AB001",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2019","2019_2021","Riau Archipelago_2019","Riau Archipelago_2019",581,NA,501,2980,"",NA,"Immature",1.068,1.13,0.55,2,-0.934807437711907,2,-1.49909582973198,0.128,0.232727272727273,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2019"
"181","AB002",2020,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",566,NA,494,2660,"",NA,"Immature",0.908,NA,0.454,2,-0.934807437711907,3,-1.09363072162382,0.137,0.57563025210084,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"182","AB002",2021,"2022","6","2","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",566,NA,494,2660,"",NA,"Immature",0.908,NA,0.238,3,-0.529342329603742,3,-1.09363072162382,0.137,0.57563025210084,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"183","AB046",2020,"2022","8","12","10","Trap","Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",564,NA,471,2500,"",NA,"Immature",1.113,1.077,0.562,2,-0.934807437711907,3,-1.09363072162382,0.137,0.487544483985765,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"184","AB046",2021,"2022","8","12","10","Trap","Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",564,NA,471,2500,"",NA,"Immature",1.113,1.077,0.281,3,-0.529342329603742,3,-1.09363072162382,0.137,0.487544483985765,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"185","AB051",2020,"2022","8","11","10",NA,"Riau Archipelago","Riau Archipelago_2020","Riau Archipelago","Riau Archipelago_2020","2018","2018_2020","Riau Archipelago_2018","Riau Archipelago_2018",555,NA,476,2660,"",NA,"Immature",0.919,0.961,0.464,2,-0.934807437711907,3,-1.09363072162382,0.172,0.577181208053691,"Intermediate","Riau Archipelago_Immature_2020","Riau Archipelago_Immature_2018"
"186","AB051",2021,"2022","8","11","10",NA,"Riau Archipelago","Riau Archipelago_2021","Riau Archipelago","Riau Archipelago_2021","2018","2018_2021","Riau Archipelago_2018","Riau Archipelago_2018",555,NA,476,2660,"",NA,"Immature",0.919,0.961,0.298,3,-0.529342329603742,3,-1.09363072162382,0.172,0.577181208053691,"Intermediate","Riau Archipelago_Immature_2021","Riau Archipelago_Immature_2018"
"187","AB058",2015,"2022","8","12","10","Trap","Riau Archipelago","Riau Archipelago_2015","Riau Archipelago","Riau Archipelago_2015","2013","2013_2015","Riau Archipelago_2013","Riau Archipelago_2013",593,NA,504,2960,"",NA,"Immature",1.586,1.575,0.56,2,-0.934807437711907,8,-0.11280146861209,0.069,0.413173652694611,"Intermediate","Riau Archipelago_Immature_2015","Riau Archipelago_Immature_2013"
"188","AB058",2016,"2022","8","12","10","Trap","Riau Archipelago","Riau Archipelago_2016","Riau Archipelago","Riau Archipelago_2016","2013","2013_2016","Riau Archipelago_2013","Riau Archipelago_2013",593,NA,504,2960,"",NA,"Immature",1.586,1.575,0.491,3,-0.529342329603742,8,-0.11280146861209,0.069,0.413173652694611,"Intermediate","Riau Archipelago_Immature_2016","Riau Archipelago_Immature_2013"
